id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24186152,Capitol Hill's Second-Coziest Spot!,26219810,Noel,,"Union Station, Stanton Park, Kingman Park",38.8946,-76.99405,Private room,74,1,6,2019-09-29,0.64,3,0
24192427,Old Style Rowhouse-perfect for travelers!Location!,161338626,Harry,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93211,-77.03515,Entire home/apt,170,3,11,2018-09-30,0.48,1,0
24204089,New York Ave NW -Gateway! Two Tour Bikes included,182455614,Monique,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90667,-77.01177,Entire home/apt,150,3,37,2020-02-17,1.71,1,138
24206086,The Trendy H St. Union Market Ivy City Get-A-Way,83502569,Rhonisha,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90805,-76.98612,Entire home/apt,73,2,13,2020-02-20,5.06,1,32
24210796,Capitol Hill Studio Apartment,76443009,Sara,,"Capitol Hill, Lincoln Park",38.89127,-76.99704,Entire home/apt,75,1,126,2019-01-27,5.55,2,0
24213723,Luxury Eastern Market 2BR 1.5BA Townhome,105339434,Lee,,"Capitol Hill, Lincoln Park",38.87861,-76.99233,Entire home/apt,250,1,46,2019-08-05,2.01,7,45
24216493,"Double Bed, Secure, Cozy, Compact and a View!",177578477,"Jarrick, Ferris, Rita",,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90521,-76.98674,Private room,50,3,31,2019-09-01,1.37,16,151
24219528,DC Navy Yard Gem! Do not miss out on a great space,49241052,Isaiah,,"Near Southeast, Navy Yard",38.87861,-77.00323,Private room,150,1,3,2019-06-26,0.32,1,358
24227047,Cozy 1 bedroom - walk to Nat'l Mall & 2 metros!,42023851,Annie,,"West End, Foggy Bottom, GWU",38.90532,-77.05166,Private room,150,3,0,,,1,0
24228973,Charming RowHouse in DC,98799358,Jacob,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91644,-77.00389,Entire home/apt,350,2,0,,,9,362
24234438,Capitol Hill Home Free Parking Near Union Station,182715673,Miguel & Rosemary,,"Union Station, Stanton Park, Kingman Park",38.89858,-76.99262,Entire home/apt,200,2,35,2019-12-31,1.54,2,262
24247148,"Townhouse charm, downtown efficiency.",4171868,Claire,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90715,-77.01415,Private room,200,2,0,,,1,0
24250678,"Washington, DC, 2-Bedroom, Logan Circle View.",182851117,Brian And Dionne,,"Shaw, Logan Circle",38.91057,-77.02758,Entire home/apt,260,1,53,2020-02-15,2.44,1,187
24251245,English Basement- Upper Georgetown / Glover Park,12159102,Gwenaelle,,"Cathedral Heights, McLean Gardens, Glover Park",38.9215,-77.07518,Entire home/apt,125,2,8,2019-11-18,0.37,2,50
24259103,Cherry Blossom Festival Apartment,64990790,Erin,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.9245,-77.05595,Entire home/apt,190,3,0,,,1,0
24264845,Private bedroom on Capitol Hill,104377990,Melissa,,"Union Station, Stanton Park, Kingman Park",38.89788,-76.98675,Private room,200,1,0,,,1,0
24273266,The Akwaaba Nest: Master Bedroom w Bathroom inside,1491837,Aura,,"Brightwood Park, Crestwood, Petworth",38.95944,-77.03078,Private room,170,180,1,2018-04-29,0.05,3,365
24275841,"Tranquil DC neighborhood, close to metro",16150841,Ben & Maggie,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9691,-77.00952,Entire home/apt,119,1,13,2020-02-18,0.58,2,336
24284670,Bright corner townhouse in the heart of Georgetown,31855977,Tom & Monica,,"Georgetown, Burleith/Hillandale",38.90655,-77.06689,Entire home/apt,350,1,57,2020-02-21,2.54,2,263
24287607,"Prime Location, Modern Décor & Spacious 1 Bd Unit",66624786,Akshay,,"West End, Foggy Bottom, GWU",38.90174,-77.05277,Entire home/apt,79,180,2,2019-11-24,0.09,1,244
24288089,Studio close to H Street & Downtown DC,8240551,Shari,,"Capitol View, Marshall Heights, Benning Heights",38.88579,-76.9231,Private room,50,2,29,2019-10-30,1.55,1,348
24298682,Studio near Georgetown Waterfront III (29th St),13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90292,-77.0583,Hotel room,253,2,13,2020-01-26,0.57,17,180
24300005,One bedroom in heart of Georgetown II (29th St),13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90264,-77.05863,Hotel room,255,2,18,2019-12-29,0.80,17,354
24300833,Bright one bedroom in Georgetown (30th St),13817352,Pam,,"Georgetown, Burleith/Hillandale",38.90366,-77.05751,Entire home/apt,198,3,27,2019-11-30,1.19,17,343
24311855,"Washington, D.C. - Cozy Northwest DC Getaway",183414445,Steve,,"Hawthorne, Barnaby Woods, Chevy Chase",38.97561,-77.05978,Private room,95,30,11,2020-01-13,0.58,2,89
24332050,One Block from the White House-s,46542918,BridgeStreet,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89932,-77.03409,Entire home/apt,359,1,0,,,2,7
24332571,"Clean, quiet room in central location (2)",1443163,Dian,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92405,-77.02947,Private room,55,3,18,2019-11-22,0.97,8,337
24332992,One Block from the White House - 2,46542918,BridgeStreet,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90052,-77.03416,Entire home/apt,499,1,1,2018-07-21,0.05,2,7
24334529,Sunny & Spacious Apt Near Metro. Private Entrance!,118682890,Maha,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93094,-77.03258,Entire home/apt,129,1,27,2019-05-16,1.20,1,0
24338570,BELOVED DC NEIGHBORHOOD ✦  PARKING // WALK TO SUB!,16150841,Ben & Maggie,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96918,-77.00763,Entire home/apt,109,1,83,2020-02-17,3.67,2,143
24342337,DC Private Basement /Parking/Metro/AU/Clean/Comfy,59606132,Santiago,,"Hawthorne, Barnaby Woods, Chevy Chase",38.95729,-77.06944,Entire home/apt,130,1,109,2020-02-18,4.82,3,352
24347847,Private Glover Park English Basement Suite,17792087,Emily,,"Cathedral Heights, McLean Gardens, Glover Park",38.92002,-77.07642,Entire home/apt,85,1,63,2020-02-17,3.19,1,70
24347893,DC Metro AU/UDC /Rock Creek Park/Chevy Chase,59606132,Santiago,,"Hawthorne, Barnaby Woods, Chevy Chase",38.95691,-77.071,Private room,80,1,57,2020-02-08,2.54,3,352
24349574,Modern 2 Bed Room Apt! (Entire Apt) Free Parking!,37883365,Tan,,"Capitol View, Marshall Heights, Benning Heights",38.88641,-76.93078,Entire home/apt,90,2,51,2020-01-02,2.28,1,154
24357354,1 BR + Den Apt - Cleveland Park-Van Ness Metro,51228171,Mary,,"North Cleveland Park, Forest Hills, Van Ness",38.94148,-77.06071,Entire home/apt,125,3,17,2019-04-06,0.75,1,0
24371327,Capitol Hill/Lincoln Park private home,86376750,Margarita,,"Union Station, Stanton Park, Kingman Park",38.89323,-76.98858,Private room,120,1,56,2020-01-04,5.22,1,21
24371657,Woodley Park Private Studio,2131753,Shannon,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92281,-77.05247,Entire home/apt,125,29,2,2019-12-11,0.45,12,179
24372294,"Private suite in Northeast, DC",23860432,Jesse,,"Mayfair, Hillbrook, Mahaning Heights",38.89488,-76.94191,Entire home/apt,39,1,78,2020-01-25,3.59,2,103
24373343,Beautiful Guest Room on Capitol Hill,39764536,Kevin,,"Capitol Hill, Lincoln Park",38.87972,-76.98078,Private room,75,1,16,2019-06-22,1.44,2,0
24374730,Perfection in Petworth ~ Sleeps 6 in style!,46630199,Home Sweet City,,"Brightwood Park, Crestwood, Petworth",38.93768,-77.02272,Entire home/apt,149,3,58,2020-01-02,2.62,64,143
24376463,Trendy Exposed Brick Adams Morgan Apartment,3448315,Allen,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92303,-77.0447,Entire home/apt,195,2,10,2020-01-19,0.46,10,222
24376933,Hobart Pl Unit B - Basement,183972502,Lesley,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92833,-77.02471,Entire home/apt,60,2,16,2018-06-13,0.71,1,0
24389155,2 Bed Apt w/ Parking; 8-min walk to Petworth Metro,9973032,Kofi,,"Brightwood Park, Crestwood, Petworth",38.94169,-77.01901,Entire home/apt,129,3,71,2020-01-01,3.20,1,0
24398037,"Triple Rm/2 Beds/Secure, Sleeps 3/with mini Fridge",177578477,"Jarrick, Ferris, Rita",,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90483,-76.98687,Private room,65,3,33,2019-10-15,1.50,16,165
24399331,Beautiful Condo at the Wharf DC + Private Parking,10879604,Angela,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87869,-77.0176,Entire home/apt,225,3,32,2020-02-17,1.49,1,164
24402356,LOVE DC UNIT 01 [BASEMENT],98694394,Girum,,"Brightwood Park, Crestwood, Petworth",38.94203,-77.02491,Entire home/apt,110,3,31,2020-02-17,1.52,3,157
24403491,Cozy 1BR suite w/ parking in Petworth,9574121,Hayle,,"Brightwood Park, Crestwood, Petworth",38.95084,-77.02294,Entire home/apt,90,2,82,2020-02-16,3.82,1,128
24404499,"Unbeatable Location, Spacious, Beautiful!",75049196,Floreal,,"Dupont Circle, Connecticut Avenue/K Street",38.91334,-77.04516,Entire home/apt,185,1,1,2018-06-05,0.05,1,0
24405466,Spacious Apartment Steps from The Capitol,1333527,Maria,,"Union Station, Stanton Park, Kingman Park",38.90121,-77.00268,Entire home/apt,250,2,96,2020-02-11,4.38,1,20
24410008,Spacious Brand New Home in Petworth,37432312,Neidi,,"Brightwood Park, Crestwood, Petworth",38.95241,-77.01911,Entire home/apt,200,2,6,2019-10-13,0.27,3,178
24410712,Spacious Skylight Bedroom,37432312,Neidi,,"Brightwood Park, Crestwood, Petworth",38.95044,-77.01907,Private room,82,1,6,2019-08-19,0.27,3,179
24413216,"4Entire 2 bdrm Apt, Just4U, A Rare Find, Sleeps 7",177578477,"Jarrick, Ferris, Rita",,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90456,-76.98728,Entire home/apt,95,3,6,2019-04-21,0.27,16,135
24427596,Charming Capitol Hill Getaway,84263732,Tracy,,"Union Station, Stanton Park, Kingman Park",38.89447,-76.98698,Entire home/apt,139,2,47,2019-12-17,2.17,1,80
24429083,LOVE DC UNIT 31,98694394,Girum,,"Brightwood Park, Crestwood, Petworth",38.9442,-77.02452,Entire home/apt,99,5,23,2020-02-03,1.13,3,139
24430711,Charming Logan Circle bedroom,1483964,Genevieve,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91416,-77.028,Private room,72,2,21,2019-04-20,1.15,1,0
24433366,Large 1BD/1BA Apt in Woodley Park near Metro & Zoo,39814012,Ali,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.9263,-77.05455,Entire home/apt,149,2,6,2018-06-03,0.27,1,0
24447321,Literally an Air Mattress in a Luxury Apartment,184635670,Christopher,,"Brightwood Park, Crestwood, Petworth",38.938,-77.02834,Entire home/apt,56,1,88,2019-10-25,3.92,1,0
24452857,Chic Urban Oasis Located Between Logan & Dupont,91494151,Eric,,"Dupont Circle, Connecticut Avenue/K Street",38.90924,-77.03465,Entire home/apt,98,2,187,2020-02-20,8.39,1,18
24455723,DC Modern Clean Private Suite w Jacuzzi/Terrace/AU,59606132,Santiago,,"Hawthorne, Barnaby Woods, Chevy Chase",38.95634,-77.07067,Private room,95,1,67,2020-02-16,3.01,3,352
24467167,Spacious Room in Modern New Condo. Close to Metro,56054745,Patrick,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91707,-77.00109,Private room,82,2,6,2018-10-16,0.28,1,0
24473528,Cheerful studio in Forest Hills,106114273,Jane,,"North Cleveland Park, Forest Hills, Van Ness",38.94746,-77.05829,Entire home/apt,120,30,4,2019-12-21,0.20,2,78
24473622,"Bright, large zen studio on historic Logan Circle",39747152,Benjamin,,"Shaw, Logan Circle",38.91018,-77.02858,Entire home/apt,109,1,102,2019-10-30,4.87,2,118
24476759,Sunny Apartment for Couples,1961132,Maddy,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92395,-77.04443,Entire home/apt,87,3,4,2018-07-12,0.19,1,0
24483058,Master Bedroom in a Luxury Penthouse in Columbia Heights,47318588,Mary Beth,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9328,-77.03242,Entire home/apt,67,3,14,2019-05-27,0.65,1,0
24487223,Terrific Apt in DC's Hippest Neighborhood,128136372,Neil,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91231,-77.0124,Entire home/apt,112,2,120,2020-02-18,5.36,1,135
24487468,"2 Bedroom near Union Sta. & Capitol, Free Pkg!",9070652,Jesse,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91368,-77.00472,Entire home/apt,130,3,105,2020-01-26,4.69,1,125
24493324,R Street Suites,185020877,Roydell,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91329,-77.01543,Entire home/apt,95,2,39,2020-01-02,1.76,1,195
24500834,BluBambu Suites - U Street/Shaw Apartments,3847743,Ronald,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91743,-77.01977,Entire home/apt,199,2,36,2020-02-17,1.62,9,338
24501368,BluBambu Suites - U Street/Shaw Apartments,3847743,Ronald,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91598,-77.01852,Entire home/apt,199,2,21,2020-02-16,0.99,9,340
24515667,BluBambu Suites - Capitol Hill Apartments,3847743,Ronald,,"Capitol Hill, Lincoln Park",38.88453,-77.00509,Entire home/apt,175,2,18,2020-01-30,0.85,9,324
24516217,BluBambu Suites - Capitol Hill Apartments,3847743,Ronald,,"Capitol Hill, Lincoln Park",38.88716,-77.00368,Entire home/apt,175,2,22,2020-02-15,1.01,9,339
24516766,BluBambu Suites - Capitol Hill Apartments,3847743,Ronald,,"Capitol Hill, Lincoln Park",38.88566,-77.00486,Entire home/apt,249,2,21,2019-12-12,1.00,9,329
24518116,BluBambu Suites - Capitol Hill Apartments,3847743,Ronald,,"Capitol Hill, Lincoln Park",38.88484,-77.00708,Entire home/apt,199,2,32,2020-02-16,1.50,9,330
24518272,Heart of DC Large Cozy basement with a backyard,185152492,Sam,,"West End, Foggy Bottom, GWU",38.90317,-77.05,Entire home/apt,119,2,112,2020-01-20,5.04,1,125
24520721,BEST VALUE spot on Capitol Hill,6481463,Jackson,,"Union Station, Stanton Park, Kingman Park",38.8963,-76.99382,Entire home/apt,150,2,0,,,2,0
24525516,"Comfortable CityView, queen bed + private bathroom",97432247,Xun,,"West End, Foggy Bottom, GWU",38.90217,-77.04982,Private room,274,1,3,2018-06-23,0.14,2,0
24534127,Amazing  Apt Entire Charming One Bedroom so Clean”,45325566,Elsy,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93275,-77.0318,Entire home/apt,99,1,13,2018-07-28,0.58,3,359
24534648,New Capitol Hill Bdrm w/ private bath + entrance,19744534,Ben,,"Capitol Hill, Lincoln Park",38.87787,-76.98414,Private room,75,1,140,2020-02-22,6.27,1,57
24536277,Lovely Studio in The Heart of Adams Morgan,143344266,Carlos Andrés,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91816,-77.04419,Entire home/apt,95,2,2,2018-06-03,0.09,1,0
24542150,"Bright, Quaint and Clean  minutes from-Capitol",183954518,Rosslyn,,"Union Station, Stanton Park, Kingman Park",38.90082,-76.98858,Entire home/apt,120,2,109,2020-02-18,4.95,3,280
24551900,Entire Cozy 1Bdr apartment in DC,23566758,Akeem,,"Congress Heights, Bellevue, Washington Highlands",38.83177,-77.00075,Entire home/apt,68,2,9,2018-07-01,0.41,1,0
24553484,"Cheerful Sunny Bedroom near Takoma Metro, Room #2",134792083,Christopher,,"Takoma, Brightwood, Manor Park",38.97211,-77.01995,Private room,40,2,1,2019-07-03,0.13,2,82
24554280,Spacious English Basement Convenient to Downtown,9718703,Georgia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91618,-77.00163,Entire home/apt,100,2,79,2020-01-26,3.83,1,48
24557846,"Capitol Hill RowHouse w/ Parking, Metro, Sleeps8",54126082,Jason,,"Union Station, Stanton Park, Kingman Park",38.89398,-76.97708,Entire home/apt,200,1,41,2020-02-04,1.84,10,158
24558033,"Luxury Studio Apt (Clean, Quiet, and Cozy!)",185535834,Kamay,,"North Cleveland Park, Forest Hills, Van Ness",38.95047,-77.06718,Entire home/apt,100,2,37,2020-02-11,1.67,1,16
24558490,"Affordable Cap Hill Row Steps to Metro, Sleeps 8",13743641,Eric,,"Union Station, Stanton Park, Kingman Park",38.89312,-76.97776,Entire home/apt,211,1,66,2020-02-15,3.02,9,158
24574259,"✧SPACIOUS & INVITING HOME✧ BALCONY, PORCH, & DECK!",177248026,Asqual,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9038,-76.98617,Entire home/apt,269,2,77,2020-01-26,3.70,3,137
24574606,Kate and Russ’s condo (Casa de Coop),41163235,Kathryn,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90521,-76.98755,Private room,75,2,35,2018-10-13,1.58,1,0
24575325,Newly Renovated Apt in Historic Capitol Hill!,102206058,Katherine,,"Capitol Hill, Lincoln Park",38.89112,-76.99185,Entire home/apt,120,3,71,2020-01-20,3.30,1,67
24582204,Cozy 2BR Condo in Petworth NW DC *FREE Parking #2,163681721,Lilly,,"Brightwood Park, Crestwood, Petworth",38.9533,-77.01298,Entire home/apt,108,2,19,2019-12-31,0.87,5,235
24590286,Cozy Privet Room Near Metro [I],182305052,Sofi,,"Capitol View, Marshall Heights, Benning Heights",38.88935,-76.93693,Private room,45,7,103,2020-01-31,4.72,2,64
24593415,Spacious Private Room in Downtown DC Apartment,64726059,Elif,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90462,-77.02601,Private room,200,2,9,2019-11-10,0.84,1,89
24593697,"Great house, cafes, transport, park, quiet street",35952857,Laurie,,"Brightwood Park, Crestwood, Petworth",38.93904,-77.03449,Entire home/apt,125,2,6,2019-08-13,0.30,1,0
24598795,Fun & Luxe DC Living ☆ Fast Wifi ☆ Smart TV,185885740,Joseph,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91852,-77.01209,Entire home/apt,85,1,146,2020-02-09,6.65,2,67
24599592,Penthouse 2 Bedroom Apartment in U St. / Shaw,11852393,Luke,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91723,-77.02396,Entire home/apt,200,4,0,,,1,0
24602662,Modern Professional City Getaway & Business Travel,179408097,H B & L,,"Union Station, Stanton Park, Kingman Park",38.90234,-76.99521,Entire home/apt,108,1,142,2020-02-13,6.47,1,217
24604169,Large Master Bedroom  Close to  Metro,63907155,Tsholofelo,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94261,-77.00594,Private room,40,7,1,2019-07-28,0.14,5,0
24606012,The Akwaaba Nest- Entire apt: 2 bedroom + 2 bath,1491837,Aura,,"Brightwood Park, Crestwood, Petworth",38.96001,-77.03182,Entire home/apt,170,120,6,2018-12-25,0.27,3,345
24618350,Room near the Convention Center and Penn Qtr,92781477,Donna,,"Shaw, Logan Circle",38.90659,-77.01688,Private room,60,1,225,2020-02-04,10.12,3,33
24623980,Beautiful room in Historic Mt Pleasant,5656,Wahid,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92983,-77.03677,Private room,39,1,35,2020-01-11,1.60,4,0
24632346,Cozy Privet Room Near Metro [II],182305052,Sofi,,"Capitol View, Marshall Heights, Benning Heights",38.88906,-76.93573,Private room,40,7,100,2020-01-24,4.64,2,75
24633318,Elegant & Stylish Apartment in Heart of DC,21446876,Amanda,,"West End, Foggy Bottom, GWU",38.90316,-77.05466,Entire home/apt,124,2,25,2019-10-17,2.02,1,105
24633759,Cozy Suite Across the River,102496825,Kylie,,"River Terrace, Benning, Greenway, Dupont Park",38.89148,-76.94883,Entire home/apt,56,1,121,2020-02-06,5.49,1,133
24634036,Renovated Apt close to US Capitol & Union Market,182047848,Angela,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91166,-77.00712,Entire home/apt,89,2,47,2019-10-13,2.19,2,65
24646004,Charming English basement in Shaw townhouse,7003517,Dave,,"Shaw, Logan Circle",38.91079,-77.02477,Private room,100,2,148,2020-02-17,7.42,1,37
24647915,Private Entrance and Free Parking,186270142,Lisa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92068,-77.00794,Private room,80,1,1,2020-02-15,1,1,90
24651395,Fantastic 1BR in the Washington DC- Walk to Metro!,40506199,Tom,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89839,-77.01801,Entire home/apt,199,2,1,2018-05-18,0.05,5,0
24655177,"Cozy Room - Great Location, Near Metro",63907155,Tsholofelo,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94347,-77.00645,Private room,100,50,0,,,5,179
24656720,Agape House: Free Parking & Walk to Metro,81549069,David,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93449,-77.02599,Entire home/apt,130,2,89,2019-12-30,4.07,2,149
24656817,Unique Condo in DC's Trendiest Neighborhood,5259313,Dan,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91922,-77.04298,Entire home/apt,129,2,26,2020-01-20,1.19,1,0
24668757,"The Lions Roar ~ Sleeps 4, Walk to Zoo!",46630199,Home Sweet City,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92935,-77.04294,Entire home/apt,139,3,48,2020-02-10,2.19,64,155
24675527,Cozy Adams Morgan 1 Bedroom,186491911,Carlos,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92255,-77.03673,Entire home/apt,80,2,34,2019-09-13,1.66,1,75
24691666,Presidential Suit,110052340,Josephine,,"Near Southeast, Navy Yard",38.87783,-76.99667,Entire home/apt,300,30,0,,,6,363
24691707,Takoma Tutor,53510778,Katherine And Brian,,"Takoma, Brightwood, Manor Park",38.97689,-77.02433,Entire home/apt,250,3,4,2018-12-29,0.19,1,89
24692131,Presidential Suite,110052340,Josephine,,"Union Station, Stanton Park, Kingman Park",38.90295,-76.99625,Entire home/apt,200,30,0,,,6,364
24698468,Convenient Stay In DC,180699677,Sylvan,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92546,-77.00784,Entire home/apt,210,2,33,2020-02-18,1.66,1,326
24700253,Hilton 1BR Resort Near DuPont Circle,6524762,Armstrong,,"West End, Foggy Bottom, GWU",38.90627,-77.04907,Entire home/apt,375,1,0,,,1,89
24731528,16th Street NW Convenience,35508656,Alia,,"Takoma, Brightwood, Manor Park",38.96903,-77.03585,Entire home/apt,150,2,34,2019-12-31,1.55,1,240
24737866,A 4 bedroom house near a metro station w/ parking,187023239,Tewodros (Teddy),,"Congress Heights, Bellevue, Washington Highlands",38.84395,-76.99213,Entire home/apt,199,2,87,2020-02-16,3.96,1,48
24738082,Renovated Entire English Basement 1BR apartment,2686726,Juliette,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93232,-77.02794,Entire home/apt,75,1,31,2019-10-27,1.46,1,340
24738894,Living room Bed / Foggy Bottom metro & Georgetown,121547708,A,,"West End, Foggy Bottom, GWU",38.90573,-77.05258,Shared room,49,1,56,2019-04-13,2.55,1,0
24747367,"Cosy Apt in Washington DC, 5 Min from Takoma Metro",3164408,Antonio,,"Takoma, Brightwood, Manor Park",38.97329,-77.02241,Entire home/apt,59,2,49,2020-01-21,2.33,1,179
24747818,7 bdrm/4 bath furnished house - central location,1443163,Dian,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92408,-77.02778,Entire home/apt,299,7,1,2019-04-09,0.09,8,12
24753315,"12.Amazing room in Georgetown/German,Frnch Embassy",3672670,Dennis,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91065,-77.09061,Private room,70,1,88,2019-12-31,4.00,16,166
24753869,Miniland,136323909,Lisa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92596,-77.00817,Entire home/apt,200,3,10,2019-03-20,0.46,1,89
24754002,"Beautiful, Sunny Dupont Circle Condo with Balcony",186697530,Jerry,,"Dupont Circle, Connecticut Avenue/K Street",38.91184,-77.03996,Entire home/apt,500,5,26,2020-01-31,1.28,1,72
24755870,"DC central location ""SABBA ROOM""",78194147,Genet,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92956,-77.02009,Private room,70,2,55,2020-02-17,2.56,5,329
24769267,Mintwood Suite,187271401,Jessica,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92237,-77.04278,Entire home/apt,130,1,174,2020-02-15,8.06,4,324
24769658,"Rare: Modern House, 15 mins from National Mall",14831290,Christopher & Amy,,"Brookland, Brentwood, Langdon",38.92559,-76.98184,Entire home/apt,199,2,1,2019-10-22,0.24,2,0
24770199,Cheap and Clean room with essential& parking in DC,187280905,Shams,,"Sheridan, Barry Farm, Buena Vista",38.8606,-76.99197,Private room,54,1,75,2019-12-18,3.42,3,142
24771122,Kalorama Suite,187271401,Jessica,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92061,-77.04185,Entire home/apt,135,1,159,2020-02-16,7.33,4,357
24771408,Meridian Suite,187271401,Jessica,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92025,-77.04183,Entire home/apt,160,1,156,2020-02-17,7.21,4,338
24771697,Euclid Suite,187271401,Jessica,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92155,-77.04208,Entire home/apt,140,1,176,2020-02-18,8.12,4,335
24771943,Cozy and Clean with essentials and parking in DC,187280905,Shams,,"Sheridan, Barry Farm, Buena Vista",38.86097,-76.99176,Private room,54,1,80,2020-01-20,3.65,3,112
24773385,Capitol Hill - Unique Old Meets Classy Renovated,187304607,Stephanie,,"Capitol Hill, Lincoln Park",38.88702,-76.98297,Entire home/apt,110,1,174,2020-02-05,8.07,1,132
24775374,Columbia Heights/U Street - Garden-Level Studio,63550371,Kristen,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92284,-77.02588,Entire home/apt,80,2,69,2020-01-25,3.54,1,82
24776300,Presidential Suite,110052340,Josephine,,"Union Station, Stanton Park, Kingman Park",38.90142,-76.99413,Entire home/apt,250,30,0,,,6,365
24776817,Presidential Suite,110052340,Josephine,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90702,-77.01227,Entire home/apt,300,30,0,,,6,365
24779383,"Gorgeous 4 Bedroom, Rooftop Deck * Private Parking",185885740,Joseph,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91678,-77.01308,Entire home/apt,220,1,148,2020-02-13,6.76,2,42
24797782,Lovely Capitol Hill Rowhouse w/Pking - Near Metro!,31488625,Steve,,"Capitol Hill, Lincoln Park",38.88142,-76.99636,Entire home/apt,250,2,56,2020-02-04,2.67,7,94
24807512,"Convenient, Historic DC Retreat",66912605,Jacob,,"Shaw, Logan Circle",38.90642,-77.01838,Entire home/apt,168,2,95,2020-02-01,4.43,2,164
24810161,Suite in the City,521581,Tyrone,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95428,-76.98823,Entire home/apt,50,2,24,2020-01-12,1.11,2,1
24825251,Majestic Foggy Bottom Condo,4962900,Stay Alfred,,"West End, Foggy Bottom, GWU",38.90259,-77.05263,Entire home/apt,289,2,15,2020-01-11,0.71,23,14
